reference,category,type,subject,date,notifying_country,classification,risk_decision,distribution,forAttention,forFollowUp,operator,origin,hazards,_parsed_date,reason_text
2025.4144,SPS,food,Vibrio vulnificus in frozen white tiger prawns (Litopenaeus vannamei) from Ecuador,3/6/2025 15:02,Germany,information notification for follow-up,not serious,,"Germany,INFOSAN","Ecuador,Switzerland",Switzerland,Ecuador,Vibrio vulnificus  - {pathogenic micro-organisms},6/3/2025 15:02,Vibrio vulnificus in frozen white tiger prawns (Litopenaeus vannamei) from Ecuador | Vibrio vulnificus  - {pathogenic micro-organisms}
2025.4142,SPS,food,Pesticide residues in whole Cumin seeds from India,3/6/2025 14:40,Norway,border rejection notification,serious,,INFOSAN,,"India,Norway",India,chlorpyrifos  unauthorised substance - {pesticide residues},6/3/2025 14:40,Pesticide residues in whole Cumin seeds from India | chlorpyrifos  unauthorised substance - {pesticide residues}
2025.4134,SPS,food,aflatoxins in groundnuts from India,3/6/2025 12:02,Netherlands,border rejection notification,serious,,India,,"India,Netherlands,Switzerland",India,"Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}",6/3/2025 12:02,"aflatoxins in groundnuts from India | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}"
2025.4119,SPS,food,Unauthorised substance chlorpyrifos and picoxystrobin in cumin powder from India,2/6/2025 19:02,Denmark,alert notification,potentially serious,"Cyprus,Denmark,Hong Kong,Netherlands,Norway","Denmark,Hong Kong,INFOSAN,India","Cyprus,Hong Kong,India,Netherlands,Norway","Denmark,India,Netherlands",India,"chlorpyrifos  unauthorised substance - {pesticide residues},picoxystrobin   unauthorised substance - {pesticide residues}",6/2/2025 19:02,"Unauthorised substance chlorpyrifos and picoxystrobin in cumin powder from India | chlorpyrifos  unauthorised substance - {pesticide residues},picoxystrobin   unauthorised substance - {pesticide residues}"
2025.4105,SPS,food,Prezenta pesticid clorpyrifos ethyl in banane origine Ecuador/Presence of the pesticide chlorpyrifos ethyl in bananas from Ecuador,2/6/2025 14:01,Romania,information notification for follow-up,potentially serious,Romania,"Ecuador,INFOSAN","Ecuador,Germany,Poland","Poland,Romania",Ecuador,chlorpyriphos-ethyl   - {pesticide residues},6/2/2025 14:01,Prezenta pesticid clorpyrifos ethyl in banane origine Ecuador/Presence of the pesticide chlorpyrifos ethyl in bananas from Ecuador | chlorpyriphos-ethyl   - {pesticide residues}
2025.4096,Other/Unmatched,food,Solanum Nigrum in food supplement from India,2/6/2025 13:04,Lithuania,information notification for follow-up,potential risk,"Andorra,Angola,Cyprus,France,Georgia,Germany,Greece,Lithuania,Poland,Portugal,Romania,San Marino,Spain","Andorra,Angola,Estonia,France,Georgia,Germany,INFOSAN,India,Latvia,Lithuania,Netherlands,Poland,Portugal,San Marino,Slovakia,Spain,United Kingdom","Austria,Cyprus,France,Germany,Greece,Italy,Latvia,Lithuania,Netherlands,Poland,Portugal,Romania,Slovakia,Spain","Austria,China,Cyprus,India,Latvia,Lithuania,Netherlands,Poland,Spain,United Kingdom,United States",India,,6/2/2025 13:04,Solanum Nigrum in food supplement from India
2025.4093,SPS,food,Salmonella in sesame seeds from India,2/6/2025 11:52,Poland,border rejection notification,serious,,India,,"India,Poland",India,Salmonella   - {pathogenic micro-organisms},6/2/2025 11:52,Salmonella in sesame seeds from India | Salmonella   - {pathogenic micro-organisms}
2025.409,SPS,food,Cypermethrin in pitaya yellow from Ecuador,2/6/2025 11:34,Netherlands,alert notification,serious,"Austria,Belgium,Germany,Greece,Hungary,Italy,Netherlands,Portugal,Spain,Sweden","Belgium,Ecuador,INFOSAN,Netherlands,Portugal","Austria,Belgium,Ecuador,Germany,Greece,Hungary,Italy,Portugal,Spain,Sweden","Ecuador,Netherlands,Spain",Ecuador,cypermethrin   - {pesticide residues},6/2/2025 11:34,Cypermethrin in pitaya yellow from Ecuador | cypermethrin   - {pesticide residues}
2025.4084,SPS,food,Salmonella spp. in sesame seeds from India,2/6/2025 10:43,Greece,border rejection notification,serious,Greece,,,"Greece,India",India,Salmonella   - {pathogenic micro-organisms},6/2/2025 10:43,Salmonella spp. in sesame seeds from India | Salmonella   - {pathogenic micro-organisms}
2025.4081,Other/Unmatched,food,"Lead in cinnamon from Vietnam, via the Netherlands",2/6/2025 10:24,Germany,alert notification,serious,"Austria,Germany","INFOSAN,Vietnam","Austria,Vietnam","Germany,Netherlands,Vietnam",Vietnam,lead   - {heavy metals},6/2/2025 10:24,"Lead in cinnamon from Vietnam, via the Netherlands | lead   - {heavy metals}"
2025.408,SPS,food,Salmonella spp. in sesame seeds from India,2/6/2025 10:23,Greece,border rejection notification,serious,Greece,,,"Greece,India",India,Salmonella   - {pathogenic micro-organisms},6/2/2025 10:23,Salmonella spp. in sesame seeds from India | Salmonella   - {pathogenic micro-organisms}
2025.4066,Other/Unmatched,feed,Lead in Psyllium Husk,30-05-2025 14:52:10,Ireland,information notification for attention,potential risk,Ireland,"India,United States",,"India,United States",India,lead   - {heavy metals},5/30/2025 14:52,Lead in Psyllium Husk | lead   - {heavy metals}
2025.4039,SPS,food,burro di arachidi dall'India/aflatoxins in peanut butter from India,30-05-2025 09:23:16,Italy,border rejection notification,serious,,,,India,India,"Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}",5/30/2025 9:23,"burro di arachidi dall'India/aflatoxins in peanut butter from India | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}"
2025.3979,SPS,food,Presence of Vibrio parahaemolyticus in shelled shrimps from India /// Prezenta Vibrio parahaemolyticus in creveti decorticati origine India,28-05-2025 09:16:12,Romania,information notification for attention,potentially serious,,"INFOSAN,India,Netherlands",,"India,Romania",India,Vibrio parahaemolyticus  - {pathogenic micro-organisms},5/28/2025 9:16,Presence of Vibrio parahaemolyticus in shelled shrimps from India /// Prezenta Vibrio parahaemolyticus in creveti decorticati origine India | Vibrio parahaemolyticus  - {pathogenic micro-organisms}
2025.3969,SPS,food,Vibrio parahaemolyticus in frozen shrimps from Ecuador,27-05-2025 15:57:54,Latvia,border rejection notification,potential risk,,,,"Ecuador,Latvia",Ecuador,Vibrio parahaemolyticus  - {pathogenic micro-organisms},5/27/2025 15:57,Vibrio parahaemolyticus in frozen shrimps from Ecuador | Vibrio parahaemolyticus  - {pathogenic micro-organisms}
2025.3943,SPS,food,Aflatoxin in rice from India,27-05-2025 10:37:06,Netherlands,information notification for attention,potentially serious,Netherlands,"INFOSAN,India",Netherlands,"India,Netherlands",India,"Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}",5/27/2025 10:37,"Aflatoxin in rice from India | Aflatoxin B1   - {mycotoxins},aflatoxin total  - {mycotoxins}"
2025.3892,SPS,feed,Salmonella Infantis in dried beef snack for dogs,23-05-2025 16:07:39,Denmark,alert notification,serious,"Denmark,Estonia,France,Greece,Hungary,Lithuania,Netherlands","France,Lithuania,Poland","Estonia,France,Greece,Hungary,India,Lithuania,Netherlands,Poland","India,Poland",India,Salmonella infantis  - {pathogenic micro-organisms},5/23/2025 16:07,Salmonella Infantis in dried beef snack for dogs | Salmonella infantis  - {pathogenic micro-organisms}
2025.3878,Other/Unmatched,food,Lead in ground cinnamon of unknown origin,23-05-2025 15:01:56,Germany,alert notification,potentially serious,"Austria,France,Germany,Italy,Netherlands","Austria,France,Italy,Netherlands","Austria,Italy,Vietnam","France,Germany,Netherlands,Vietnam",Vietnam,lead  high content - {heavy metals},5/23/2025 15:01,Lead in ground cinnamon of unknown origin | lead  high content - {heavy metals}
2025.3876,SPS,food,"przekroczenie NDP pestycydów fenobukarbu na poziomie 0,045 ± 0,023 mg/kg i profenofosu na poziomie 0,042 ± 0,021 mg/kg  w pomelo różowym//exceeding the MRLs of pesticides fenobucarb at the level of 0.045 ± 0.023 mg/kg and profenofos at the level of 0.042 ± 0.021 mg/kg in pink pomelo/",23-05-2025 14:35:33,Poland,information notification for attention,potential risk,Poland,Vietnam,,"Poland,Vietnam",Vietnam,"fenobucarb   - {pesticide residues},profenofos  unauthorised substance - {pesticide residues}",5/23/2025 14:35,"przekroczenie NDP pestycydów fenobukarbu na poziomie 0,045 ± 0,023 mg/kg i profenofosu na poziomie 0,042 ± 0,021 mg/kg  w pomelo różowym//exceeding the MRLs of pesticides fenobucarb at the level of 0.045 ± 0.023 mg/kg and profenofos at the level of 0.042 ± 0.021 mg/kg in pink pomelo/ | fenobucarb   - {pesticide residues},profenofos  unauthorised substance - {pesticide residues}"
2025.3831,SPS,food,Rice Basmati Brown ex India Pesticide Residue,22-05-2025 16:02:44,Netherlands,border rejection notification,not serious,,India,Netherlands,"India,Netherlands",India,thifluzamide unauthorised substance - {pesticide residues},5/22/2025 16:02,Rice Basmati Brown ex India Pesticide Residue | thifluzamide unauthorised substance - {pesticide residues}
2025.3823,SPS,food, Vibrio cholerae in frozen prawns from Ecuador / Vibrio Cholerae en langostinos  de Ecuador;,22-05-2025 14:52:21,Spain,border rejection notification,potential risk,,Ecuador,,"Ecuador,Spain",Ecuador,Vibrio cholerae  - {pathogenic micro-organisms},5/22/2025 14:52, Vibrio cholerae in frozen prawns from Ecuador / Vibrio Cholerae en langostinos  de Ecuador; | Vibrio cholerae  - {pathogenic micro-organisms}
2025.3785,SPS,food, Vibrio cholerae in frozen prawns from Ecuador,21-05-2025 15:13:03,Italy,border rejection notification,potentially serious,,,,"Ecuador,Italy",Ecuador,Vibrio cholerae  - {pathogenic micro-organisms},5/21/2025 15:13, Vibrio cholerae in frozen prawns from Ecuador | Vibrio cholerae  - {pathogenic micro-organisms}
2025.3762,SPS,food,Multiple pesticide residues in drumsticks from India,20-05-2025 17:26:50,France,border rejection notification,potentially serious,,India,,"France,India",India,"acephate  unauthorised substance - {pesticide residues},methamidophos  unauthorised substance - {pesticide residues},monocrotophos  unauthorised substance - {pesticide residues}",5/20/2025 17:26,"Multiple pesticide residues in drumsticks from India | acephate  unauthorised substance - {pesticide residues},methamidophos  unauthorised substance - {pesticide residues},monocrotophos  unauthorised substance - {pesticide residues}"
2025.3698,SPS,food,Chlorpyrifos Dhania Coriander Whole from India,19-05-2025 10:40:41,Netherlands,alert notification,serious,"Austria,Belgium,Czechia,Germany,Iceland,Ireland,Netherlands,Poland,Romania,Slovenia","INFOSAN,India,Netherlands","Austria,Belgium,Czechia,Germany,Iceland,India,Ireland,Poland,Romania,Slovenia,United Kingdom","Netherlands,Romania,United Kingdom",India,chlorpyrifos   - {pesticide residues},5/19/2025 10:40,Chlorpyrifos Dhania Coriander Whole from India | chlorpyrifos   - {pesticide residues}
2025.3696,SPS,food,Pesticid neaprobat (Chlorpyrifos) in Banane origine Ecuador/Unapproved pesticide (Chlorpyrifos) in Bananas of Ecuadorian origin,19-05-2025 10:27:12,Romania,alert notification,potentially serious,Romania,"Ecuador,Germany,INFOSAN",Poland,"Poland,Romania",Ecuador,chlorpyrifos   - {pesticide residues},5/19/2025 10:27,Pesticid neaprobat (Chlorpyrifos) in Banane origine Ecuador/Unapproved pesticide (Chlorpyrifos) in Bananas of Ecuadorian origin | chlorpyrifos   - {pesticide residues}
2025.3688,SPS,food,Vibrio cholerae and parahaemolyticus in shrimps from Ecuador,16-05-2025 17:19:11,Romania,information notification for attention,potential risk,,INFOSAN,,"Ecuador,Romania",Ecuador,"Vibrio cholerae  - {pathogenic micro-organisms},Vibrio parahaemolyticus  - {pathogenic micro-organisms}",5/16/2025 17:19,"Vibrio cholerae and parahaemolyticus in shrimps from Ecuador | Vibrio cholerae  - {pathogenic micro-organisms},Vibrio parahaemolyticus  - {pathogenic micro-organisms}"
2025.3641,SPS,food,Multiple pesticide residues in drumsticks from India,15-05-2025 14:51:52,France,border rejection notification,potentially serious,,India,,"France,India",India,"acephate  unauthorised substance - {pesticide residues},methamidophos  unauthorised substance - {pesticide residues},monocrotophos  unauthorised substance - {pesticide residues}",5/15/2025 14:51,"Multiple pesticide residues in drumsticks from India | acephate  unauthorised substance - {pesticide residues},methamidophos  unauthorised substance - {pesticide residues},monocrotophos  unauthorised substance - {pesticide residues}"
2025.3593,SPS,food,Vibrio Cholerae en langostinos de Ecuador; V. Cholerae in frozen prawns from Ecuador;,14-05-2025 11:33:27,Spain,border rejection notification,serious,,,,"Ecuador,Spain",Ecuador,Vibrio cholerae  - {pathogenic micro-organisms},5/14/2025 11:33,Vibrio Cholerae en langostinos de Ecuador; V. Cholerae in frozen prawns from Ecuador; | Vibrio cholerae  - {pathogenic micro-organisms}
2025.352,SPS,food,Leucomalachite green in Black Tiger Shrimps from India,12/5/2025 14:46,Germany,information notification for attention,potentially serious,,"INFOSAN,India",,"Germany,India",India,leucomalachite green prohibited substance - {residues of veterinary medicinal products},5/12/2025 14:46,Leucomalachite green in Black Tiger Shrimps from India | leucomalachite green prohibited substance - {residues of veterinary medicinal products}
2025.3489,Other/Unmatched,food,Mineral oil components (MOSH and MOAH) in chickpea flour ,9/5/2025 16:50,Switzerland,information notification for attention,potentially serious,Switzerland,INFOSAN,,"India,Switzerland",India,mineral oil   - {environmental pollutants},5/9/2025 16:50,Mineral oil components (MOSH and MOAH) in chickpea flour  | mineral oil   - {environmental pollutants}
2025.3488,SPS,food,Salmonella in sesame seeds from India,9/5/2025 16:42,France,border rejection notification,serious,,,,"France,India",India,Salmonella   - {pathogenic micro-organisms},5/9/2025 16:42,Salmonella in sesame seeds from India | Salmonella   - {pathogenic micro-organisms}
2025.3486,Other/Unmatched,food,Mineral oil components (MOSH and MOAH) in urad dal flour,9/5/2025 16:27,Switzerland,information notification for attention,potentially serious,,INFOSAN,,"India,Switzerland",India,mineral oil   - {environmental pollutants},5/9/2025 16:27,Mineral oil components (MOSH and MOAH) in urad dal flour | mineral oil   - {environmental pollutants}
2025.3481,Other/Unmatched,food,Mineral oil components (MOSH and MOAH) in urad been flour (Vigna mungo),9/5/2025 15:49,Switzerland,information notification for attention,potentially serious,Switzerland,INFOSAN,,"India,Switzerland",India,mineral oil   - {environmental pollutants},5/9/2025 15:49,Mineral oil components (MOSH and MOAH) in urad been flour (Vigna mungo) | mineral oil   - {environmental pollutants}
